Test Lead,Initiative,Bug id,Bug Title,PDD,Severity,Node Name,Created Date,UAT category,Analysis Comments (select from drop down),Detailed PT comments
Jaya,AMS Solution Configuration Agent,4429596,UAT2____AI Foundry_ Profile _System Configures Default Germany Profile Instead of User-Defined Custom Profile.,3/28/2026 0:00,High,agentcrafters,3/16/2026,Both,,
Jaya,AMS Solution Configuration Agent,4429632,UAT2____AI Foundry_ Groups _Profiles Incorrectly Mapped to All Groups Instead of Intended Group.,3/28/2026 0:00,High,agentcrafters,3/16/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4432059,UAT____AI Foundry_SC012 Costing: Agent is giving incorrect validation when trying to import file with different solution version,3/28/2026 0:00,Medium,agentcrafters,3/17/2026,Both,,
Jaya,AMS Solution Configuration Agent,4432300,UAT2____AI Foundry_ Costing _ PMO Export Fails with MCP Connector Error (401 Unauthorized – 'MyIsp_MCP_Label'),3/28/2026 0:00,High,agentcrafters,3/17/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4432317,UAT___AI-Foundry__Pricing Input : Agent is throwing validation message which is not expected for Deal wide YOY custom margin,3/28/2026 0:00,High,agentcrafters,3/17/2026,Both,,
Jaya,AMS Solution Configuration Agent,4432433,UAT___AI__Foundry _____Costing : Agent is not able to add Solution standard cost using fuzzy logic (partial name of profiles),3/28/2026 0:00,High,agentcrafters,3/17/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4432440,UAT____AI Foundry_SC004 Costing: Agent is not giving proper  validation when trying to import incorrect file.,3/28/2026 0:00,Medium,agentcrafters,3/17/2026,Bug leakage,,
Jaya,AMS Solution Configuration Agent,4434967,UAT__AI--Foundry___Gen AI: Differentiation is marked apart from GenWizard still getting incorrect message in Agent and also unable to see update on UI under Generative AI screen.,3/28/2026 0:00,High,agentcrafters,3/18/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4435831,UAT__AI__Foundry____Agent is not able to configure Secured bay and shift costs based on prompt,3/28/2026 0:00,High,agentcrafters,3/18/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4436843,UAT2____AI Foundry_Pricing Input_ Agent shows Imported Pricing input  successfully but not visible in UI.,3/28/2026 0:00,High,agentcrafters,3/19/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4436982,UAT____AI Foundry_SC004 Solution Standard cost: Agent is not able to cases with insensitive matching.,3/28/2026 0:00,Medium,agentcrafters,3/19/2026,Bug leakage,,
Jaya,AMS Solution Configuration Agent,4437233,UAT___AI-Foundry__Pricing Input : Agent is not able to apply Transition custom margin under Deal wide YOY,3/28/2026 0:00,Medium,agentcrafters,3/20/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4437419,UAT 2____AI Foundry_TC06 Ratecard Export/Import: In version ratecard screen : Agent shows Ratecard Imported successfully but updated details are not reflecting in UI.,3/28/2026 0:00,High,agentcrafters,3/20/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4437699,UAT____AI Foundry_SC04 : Data in the KDA export generated by agent is not in sync with KDA,3/28/2026 0:00,Medium,agentcrafters,3/20/2026,Both,,
Jaya,AMS Solution Configuration Agent,4438141,UAT 2____AI Foundry_Expected Error Not Thrown for Invalid Group – New Group Created Instead.,3/28/2026 0:00,High,agentcrafters,3/20/2026,Both,,
Jaya,AMS Solution Configuration Agent,4438217,UAT__AI--Foundry___Costing >>PMO : PMO import is getting failed,3/28/2026 0:00,High,agentcrafters,3/20/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4438243,UAT___AI--Foundry___Agent is not throwing any error if wrong value is used for Gen AI screen fields,3/28/2026 0:00,Medium,agentcrafters,3/20/2026,Both,,
Jaya,AMS Solution Configuration Agent,4438278,UAT____AI Foundry_Profiles are not getting created for default and Custom as mentioned in Prompt.,3/28/2026 0:00,High,agentcrafters,3/20/2026,Bug leakage,,
Jaya,AMS Solution Configuration Agent,4439041,"28th March | PT/UAT2 | SI/AMS/IMS | In the downloaded Resource Level Summary report, the group sequence in the “Group (or) Release Summary View” sheet is not correct.",3/28/2026 0:00,Medium,CodingCrusaders,3/23/2026,Both,,
Jaya,AMS Solution Configuration Agent,4439180,"UAT__AI--Foundry___Gen AI: Differentiation is marked apart from GenWizard, GenAI tracking section marked as Non embedded but reason not selected still showing as GenAI config save successfully.",3/28/2026 0:00,High,agentcrafters,3/23/2026,Bug leakage,,
Jaya,AMS Solution Configuration Agent,4439261,UAT2____AI Foundry_Rate Card_Download file link is not available post successful prompt.,3/28/2026 0:00,High,agentcrafters,3/23/2026,Both,,
Jaya,AMS Solution Configuration Agent,4439319,UAT____AI Foundry_SC06:  Agent is giving success message for MSDA sync even though OCP trigger is not initiated,3/28/2026 0:00,Medium,agentcrafters,3/23/2026,Both,,
Jaya,AMS Solution Configuration Agent,4439562,"UAT2____AI Foundry_ Tax Input_ Getting error in Tax screen for Selling Country not configured, even when it is already present.",3/28/2026 0:00,Critical,agentcrafters,3/24/2026,Both,,
Jaya,AMS Solution Configuration Agent,4439950,UAT____AI Foundry_SC017 Costing: Agent is giving incorrect validation when trying to import file with incorrect profiles/billcode,3/28/2026 0:00,Medium,agentcrafters,3/24/2026,Both,,
Jaya,AMS Solution Configuration Agent,4440800,"UAT2____AI Foundry_ Differentiation_ Getting error in Sustainability differentiation as ""save failed - Partial failure""",3/28/2026 0:00,High,agentcrafters,3/24/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4440841,"UAT__AI--Foundry___ Prompt Library | High level version creation | OCP is getting skipped due to ""Unable to retrieve ClientId"" error",3/28/2026 0:00,Critical,agentcrafters,3/24/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4440926,UAT___AI--Foundry___NRR : Agent shows NRR is imported successfully but it is not imported in version,3/28/2026 0:00,High,agentcrafters,3/24/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4440949,Regression : UAT___AI--Foundry____Profiles : Import profile shows profiles added successfully but no changes in UI,3/28/2026 0:00,High,agentcrafters,3/24/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4440975,UAT2____AI Foundry_ LBS_ Getting different data from UI for skills in exported file for LBS staffing.,3/28/2026 0:00,High,agentcrafters,3/24/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4443404,Regression : UAT___AI__Foundry___Prompt results are inconsistent if run more than once,3/28/2026 0:00,High,agentcrafters,3/25/2026,Both,,
Jaya,AMS Solution Configuration Agent,4443680,UAT__AI--Foundry___Resgression_Agent is not taking productivity assessment for end to end version creation prompt.,3/28/2026 0:00,High,agentcrafters,3/25/2026,Both,,
Jaya,AMS Solution Configuration Agent,4443745,Regression | UAT___AI-Foundry__Pricing Input : Modifying from Deal wide Target Margin to Custom Margin is not working as expected on UI,3/28/2026 0:00,High,agentcrafters,3/25/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4443746,Regression | UAT___AI-Foundry__Group: Both prompts having same Group configuration but in UI able to see different configuration,3/28/2026 0:00,Medium,agentcrafters,3/25/2026,Both,,
Jaya,AMS Solution Configuration Agent,4444090,Mar 28 | UAT2 | Agent AI Foundry | Profile NRR | Import Generate Named Resource Report is getting failed on generating through Agent but manually it is working fine.,3/28/2026 0:00,Low,agentcrafters,3/26/2026,Both,,
Jaya,AMS Solution Configuration Agent,4445055,UAT__AI---Foundry____NRR : Agent is not displaying info message about the number of profiles added and skipped during NRR import if existing profiles New profiles count is more than 40,3/28/2026 0:00,Medium,agentcrafters,3/26/2026,Both,,
Jaya,AMS Solution Configuration Agent,4445308,UAT____AI Foundry_SC08:  Agent is not giving validation when staffing import is partial due to invalid or empty rate card role,3/28/2026 0:00,Medium,agentcrafters,3/26/2026,Both,,
Jaya,AMS Solution Configuration Agent,4446921,Mar 28|| Prod Sanity || AI--Foundry || Groups: group import is getting failed and not all details are getting updated based in imported file,3/28/2026 0:00,Medium,agentcrafters,3/28/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4446922,"Mar 28 | Prod Sanity | Agent AI Foundry | Group | Lower Environment Shows Warning for 50 Group Creation, but Prod Displays Only Informational Message",3/28/2026 0:00,Low,agentcrafters,3/28/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4446940,Mar 28 | Prod Sanity | Agent AI Foundry | Import Costing PMO Is not working Agent shows Imported Successfuly but not refelecting in UI.,3/28/2026 0:00,Medium,agentcrafters,3/28/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4446945,Mar 28|| Prod Sanity || AI--Foundry || Agent is not displaying info message if staffing is imported with rate card applied to records even though Pricing input is not hourly rate,3/28/2026 0:00,High,agentcrafters,3/28/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4446969,Mar 28 | Prod Sanity | Agent AI Foundry | Not getting version hyperlink even after successful version creation,3/28/2026 0:00,High,agentcrafters,3/28/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4446971,Mar 28 | Prod Sanity | Agent AI Foundry | Gen AI | Inconsistent Validation for Invalid SME Format Between Lower and Prod.,3/28/2026 11:41,Low,agentcrafters,3/28/2026,Broken functionality,,
Jaya,AMS Solution Configuration Agent,4446975,Mar 28 | Prod Sanity | Agent AI Foundry | Prompt Library | Sequence of the Default Prompts are different between Prod and Lower.,3/28/2026 0:00,Low,agentcrafters,3/28/2026,Broken functionality,,
Jaya,AMS-Regression,4440861,28th March | UAT2 | AMS | Regression | Not getting validation when rate card is not configured for PMO in pricing input,3/28/2026 0:00,Medium,TechCoders,3/24/2026,Both,,
Devika,Analytics,4388410,Feb21|| Prod Sanity || New AMS VT | Getting Huge values of Pyramid child metrics,2/21/2026 0:00,High,Cognilytics,2/23/2026,Both,PT miss - negative/boundary/rare case scenario,
Devika,Analytics,4435101,28 March | UAT 2 | Getting mismatch between Reporting/SA Assignment Layer and UI.,3/28/2026 0:00,High,Cognilytics,3/18/2026,Broken functionality,Duplicate of PT bug,
Shini,BPMS Onboarding,4413084,14 Mar || UAT || PT2 || BPMS || Compliance Score is showing RED RAG with 0% instead of NA where criteria is not met for the deal.,3/14/2026 0:00,Medium,TechWarriors,3/6/2026,Both,,
Raji,CDAT,4439035,March 28 || Regression || CDAT SME  || In all documents tab Except for Missing documents the document name is in not editable format .,3/28/2026 0:00,Medium,TechTribe,3/23/2026,Broken functionality,Parallel UAT Execution,
Raji,CDAT,4439025,"March 28th || Regression || CDAT,CM SME || in Assessment details Stakeholder NA Values Missing After Gap Deletion and Re-Export",3/28/2026 0:00,Medium,TechTribe,3/23/2026,Broken functionality,Broken Functionality - This bug was working fine during PT testing,
Shini,DCSO,4427354,28th March | UAT2 | DCSO | In IMS Deal Solution Version not flowing in drop down.,3/28/2026 0:00,High,TechStars,3/16/2026,Broken functionality,,
Shini,DCSO,4429386,"28th March | UAT2 | DCSO | under mange page, Last activity tab name is not correct as expected for Digital DCSO",3/28/2026 0:00,Low,TechStars,3/16/2026,Broken functionality,,
Shini,DCSO,4429489,"28th March | UAT2 | DCSO | In SI Deal When we navigate from Digital DCSO screen to Last activity tile under mange, last activity tile name is not updated as per current logic.",3/28/2026 0:00,Medium,TechStars,3/16/2026,Broken functionality,,
Shini,DCSO,4430368,28th March | UAT2 | DCSO | AMS | In KDA/Report screen when click on Generate New DCSO status stuck in Queued.,3/28/2026 0:00,Medium,TechCoders,3/17/2026,Broken functionality,,
Shini,DCSO,4430481,28th March | UAT2 | DCSO | After clicking on generate DCSO Button it is showing as Generate Queued instead of Generated in status Column for all the SGS,3/28/2026 0:00,Critical,TechStars,3/17/2026,Broken functionality,,
Shini,DCSO,4434415,28th March | UAT2 | DCSO | AMS | In upload your file popup alignment not showing correct.,3/28/2026 0:00,Low,TechStars,3/18/2026,Broken functionality,,
Shini,DCSO,4434445,"28th March | UAT2 | DCSO | AMS | In action item ,when we generate DCSO and upload the DCSO file, it is taking time to enable icons",3/28/2026 0:00,Low,TechStars,3/18/2026,Broken functionality,,
Shini,DCSO,4434451,"28th March | UAT2 | DCSO | After uploading the generated file without editing any fields into DCSO, it is showing as no error found pop-up. On clicking on continue it is showing as updated with validation symbol",3/28/2026 0:00,Medium,TechStars,3/18/2026,Bug leakage,,
Shini,DCSO,4435120,"28th March | UAT2 | DCSO | IMS | When we click generate DCSO, status showing as failed.",3/28/2026 0:00,High,TechStars,3/18/2026,Broken functionality,,
Shini,DCSO,4436653,28th March | UAT2 | DCSO | AMS | SI | Multiple issue in DCSO Screen .,3/28/2026 0:00,Low,TechStars,3/19/2026,Broken functionality,,
Shini,DCSO,4436797,"28th March | UAT2 | DCSO | AMS | when login with single tower Deal with super user access, but in Digital DCSO screen All SG dropdown enabled.",3/28/2026 0:00,Medium,TechStars,3/19/2026,Broken functionality,,
Shini,DCSO,4437241,28th March | UAT2 | DCSO |AMS | SI | After uploading The File status as showing as failed.,3/28/2026 0:00,High,TechStars,3/20/2026,Broken functionality,,
Shini,DCSO,4437251,28th March | UAT2 | DCSO | IMS | Multiple issue face in IMS in Digital DCSO,3/28/2026 0:00,High,TechStars,3/20/2026,Broken functionality,,
Shini,DCSO,4438691,28th March | UAT2 | DCSO | Under Digital DCSO after generating file status is not highlighted to green and uploading the file not highlighted to blue color.,3/28/2026 0:00,Low,TechStars,3/23/2026,Broken functionality,,
Shini,DCSO,4438810,28th March | UAT2 | DCSO | AMS | SI | When we upload the different version Generated DCSO file it will accept in Digital DCSO.,3/28/2026 0:00,Medium,TechStars,3/23/2026,Broken functionality,,
Shini,DCSO,4439313,"28th March | UAT2 | DCSO | SI | In staffing baseline screen, in Release tab skill are not flowing.",3/28/2026 0:00,Medium,TechAvengers,3/23/2026,Broken functionality,,
Shini,DCSO,4439321,28th March | UAT2 | DCSO | AMS | In Digital DCSO template FTA Count is not Match in staffing screen.,3/28/2026 0:00,High,TechStars,3/23/2026,Broken functionality,,
Shini,DCSO,4439557,"28th March | UAT2 | DCSO | In Digital Documentation Tile, Digital DCSO Tab it is not showing for all the SG.",3/28/2026 0:00,Critical,TechStars,3/24/2026,Broken functionality,,
Shini,DCSO,4441769,28th March | UAT2 | DCSO | IMS | SI Version dropdown is enabled in IMS single tower deal,3/28/2026 0:00,Medium,TechStars,3/24/2026,Broken functionality,,
Shini,DCSO,4441825,28th March | UAT2 | DCSO | AMS | Multiple issues under Skill inventory in staffing screen for closed deal,3/28/2026 0:00,High,TechCoders,3/24/2026,Broken functionality,,
Shini,DCSO,4443851,28th March | UAT2 | DCSO | Under skill inventory when we select any Business group option in dropdown it is directly taking all the options of skills,3/28/2026 0:00,Low,TechCoders,3/26/2026,Broken functionality,,
Shini,DCSO,4444283,28th March | UAT2 | DCSO | SI | Multiple issues under Skill inventory in staffing screen for closed deal,3/28/2026 0:00,High,TechAvengers,3/26/2026,Broken functionality,,
Shini,DCSO,4444784,28th March | UAT2 | DCSO | SI | In Digital DCSO template FTA Count is not Match in staffing screen.,3/28/2026 0:00,High,TechStars,3/26/2026,Broken functionality,,
Shini,DCSO,4445840,Regression | 28th March | UAT2 | DCSO | SI | Staffing Inventory not matching in UI with Generated DCSO Template.,3/28/2026 0:00,Low,TechStars,3/26/2026,Broken functionality,,
Shini,DCSO,4445990,"Regression | 28th March | UAT2 | DCSO | IMS | When the DCSO file is uploaded after editing the mandatory fields, the changes are not retained when the file is downloaded again",3/28/2026 0:00,Medium,TechStars,3/26/2026,Broken functionality,,
Shini,DCSO,4446907,Mar 28 | Prod Sanity | AMS | DCSO | Skill is not flowing in Digital DCSO file.,3/28/2026 13:06,High,TechStars,3/28/2026,Broken functionality,,
Shini,DCSO,4446910,Mar 28 | Prod Sanity | AMS | DCSO | In Skill Inventory drop skill not flowing for AMS Closed deal.,3/28/2026 13:06,High,TechCoders,3/28/2026,Broken functionality,,
Shini,DCSO,4446914,Mar 28 | Prod Sanity | SI | DCSO | In Skill Inventory drop data not flowing for SI Closed deal.,3/28/2026 13:06,High,TechAvengers,3/28/2026,Broken functionality,,
Shini,DCSO,4446967,Mar 28 | Prod Sanity | DCSO | Extension deal Generate DCSO is Enabled for All SG.,3/28/2026 0:00,Medium,Pirates,3/28/2026,Bug leakage,,
Devika,DFD-myISP,4445300,"28 March | UAT 2 | Solution Component | In One Click Pricing, Multi Service Deal Analytics Report is enabled for Overall Delivery Song Approver role.",3/28/2026 0:00,Low,CreativeCoders,3/26/2026,Bug leakage,Deal Specific issue,
Leena,DSP,4411391,14th March | UAT | DSP | Risks/Assumptions | Assumptions table is overflowing in downloaded PPT/PDF,3/14/2026 0:00,Medium,Ninjawarriors,3/5/2026,Broken functionality,,
Leena,DSP,4426375,March 14th || Prod Sanity || DSP || Contractual Assumptions 1st slide is empty in downloaded PPT/PDF,3/14/2026 17:20,Medium,Ninjawarriors,3/14/2026,Broken functionality,,
Leena,DSP,4443744,Regression | 28th March | UAT2 | DSP | SGC | The date format is not matching in schedule field with the submission date in opportunity on a page,3/28/2026 0:00,Low,Pirates,3/25/2026,Bug leakage,,
Pirtheebaa,ESA to Market Maker ESA,4435880,28 Mar | UAT 2 | IMS | Market Maker ESA | Unable to edit inspire screens,3/28/2026 0:00,High,myISP_IMS,3/18/2026,Bug leakage,,
Devika,Role Rename Analytics,4445121,28 March | UAT 2 | Regression | In Pipeline Reports ESA is not renamed to Market Maker ESA.,3/28/2026 0:00,Medium,Cognilytics,3/26/2026,Broken functionality,Data Issue - Not working for UAT deal/works fine in PT deal,
Hajara,GEN AI,4429646,"28th Mar | UAT | Gen AI | SSA | ""Find Relevent Learnings"" prompt not giving proper response",3/28/2026 0:00,Medium,GEN AI - Solution Super Agent,3/16/2026,Broken functionality,,
Hajara,GEN AI,4429672,28th Mar | UAT | Gen AI | HSP | Bottom line getting cutoff in HSP chat,3/28/2026 0:00,Low,GEN AI - Solution Super Agent,3/16/2026,Broken functionality,,
Hajara,GEN AI,4437214,28th March | UAT2 | GEN AI | Learnings | Benchmark filters drop-down are flowing outside of the pop-up,3/28/2026 0:00,Low,QDI - Opportunity Metrics,3/20/2026,Bug leakage,,
Hajara,GEN AI,4437862,28 March | UAT 2 | Review Approvals | Reporting & Compliance | Generative AI tab having issues.,3/28/2026 0:00,Medium,CodeCrafters,3/20/2026,Bug leakage,,
Hajara,GEN AI,4439126,Mar 28 | UAT 2 | GenAI | SSA | Issues in Reporting PII,3/28/2026 0:00,Medium,GEN AI - Solution Super Agent,3/23/2026,Bug leakage,,
Hajara,GEN AI,4439593,"28th Mar | UAT2 | Gen AI | SRA | Client name, Stage & RDE is not flowing in Review agent",3/28/2026 0:00,Medium,Gen AI - Solution Review Agent,3/24/2026,Broken functionality,,
Hajara,GEN AI,4439660,"28th Mar | UAT2 | Gen AI | SRA | Issue in ""Start New Review"" popup",3/28/2026 0:00,Medium,Gen AI - Solution Review Agent,3/24/2026,Bug leakage,,
Hajara,GEN AI,4439704,28th Mar | UAT2 | Gen AI | SRA | DLC Master version is not getting auto selected in Review Agent,3/28/2026 0:00,Medium,Gen AI - Solution Review Agent,3/24/2026,Bug leakage,,
Hajara,GEN AI,4439757,Regression | 28th Mar | UAT2 | Gen AI | SSA | Opportunity is not getting Auto- selected when navigating from opportunity workflow,3/28/2026 0:00,Low,GEN AI - Solution Super Agent,3/24/2026,Broken functionality,,
Hajara,GEN AI,4440392,28th Mar | UAT2 | Gen AI | SRA | Run Full Review is not working,3/28/2026 0:00,Medium,Gen AI - Solution Review Agent,3/24/2026,Bug leakage,,
Hajara,GEN AI,4444203,"28th Mar | UAT2 | Gen AI | SSA | In Instructions of PII form, last word is mentioned as ""Output"" instead of ""Response"" when opening chat inside any module",3/28/2026 0:00,Low,GEN AI - Solution Super Agent,3/26/2026,Broken functionality,,
Hajara,GEN AI,4445126,"Regression | 28th Mar | UAT2 | GenAI | CDAT | ""Last updated On"" time stamp is not getting updated When deleting Gaps inside version.",3/28/2026 0:00,Low,TechTribe,3/26/2026,Broken functionality,,
Hajara,GEN AI,4423290,"28th March | UAT2 | GEN AI | HSP||After providing the prompt, it is taking additional time to retrieve the data.",3/28/2026 0:00,Medium,GEN AI - Solution Super Agent,3/12/2026,Broken functionality,,
Hajara,GEN AI,4425175,28th March | UAT2 | GEN AI | Learnings | Issues in Select span of search benchmark tab,3/28/2026 0:00,Medium,QDI - Opportunity Metrics,3/13/2026,Bug leakage,,
